Uniprot_ID	KEGG_Gene_ID
O00329	hsa:5293
O00330	hsa:8050
O00337	hsa:9154
O00338	hsa:6819
O00339	hsa:4147
O00341	hsa:6512
O00358	hsa:2304
O00370	NA
O00391	hsa:5768
O00399	hsa:10671
O00400	hsa:9197
O00401	hsa:8976
O00408	hsa:5138
O00409	hsa:1112
O00410	hsa:3843
O00411	hsa:5442
O00418	hsa:29904
O00421	hsa:9034
O00422	hsa:10284
O00423	hsa:2009
O00425	hsa:10643
O00429	hsa:10059
O00442	hsa:8634
O00443	hsa:5286
O00444	hsa:10733
O00445	hsa:6861
O00451	hsa:2675
O00453	hsa:7940
O00459	hsa:5296
O00461	hsa:27333
O00462	hsa:4126
O00463	hsa:7188
O00468	hsa:375790
O00469	hsa:5352
O00470	hsa:4211
O00471	hsa:10640
O00472	hsa:22936
O00476	hsa:10786
O00478	hsa:10384
O00481	hsa:11119
O00482	hsa:2494
O00483	hsa:4697
O00487	hsa:10213
O00488	hsa:51042
O00499	hsa:274
O00501	hsa:7122
O00505	hsa:3839
O00506	hsa:10494
O00507	hsa:8287
O00512	hsa:607
O00519	hsa:2166
O00522	hsa:889
O00526	hsa:7379
O00533	hsa:10752
O00541	hsa:23481
O00548	hsa:28514
O00555	hsa:773
O00559	hsa:9166
O00560	hsa:6386
O00562	hsa:9600
O00566	hsa:10199
O00567	hsa:10528
O00571	hsa:1654
O00574	hsa:10663
O00584	hsa:8635
O00585	hsa:6366
O00587	hsa:4242
O00590	hsa:1238
O00591	hsa:2568
O00592	hsa:5420
O00602	hsa:2219
O00622	hsa:3491
O00623	hsa:5193
O00624	hsa:10246
O00625	hsa:8544
O00626	hsa:6367
O00628	hsa:5191
O00629	hsa:3840
O00631	hsa:6588
O00635	hsa:10475
O00712	hsa:4781
O00716	hsa:1871
O00743	hsa:5537
O00744	hsa:7480
O00746	hsa:4833
O00748	hsa:8824
O00750	hsa:5287
O00754	hsa:4125
O00755	hsa:7476
O00757	hsa:8789
O00762	hsa:11065
O00763	hsa:32
O00764	hsa:8566
O00767	hsa:6319
O14490	hsa:9229
O14492	NA
O14493	hsa:1364
O14494	hsa:8611
O14495	hsa:8613
O14497	hsa:8289
O14503	hsa:8553
O14508	hsa:8835
O14511	hsa:9542
O14512	hsa:30837
O14513	hsa:344148
O14514	hsa:575
O14519	hsa:8099
O14520	hsa:364
O14521	hsa:6392
O14522	hsa:11122
O14523	hsa:9854
O14524	hsa:23306
O14525	hsa:460
O14526	hsa:23149
O14529	hsa:23316
O14530	hsa:10190
O14531	hsa:10570
O14543	hsa:9021
O14544	hsa:9306
O14548	hsa:9167
O14556	hsa:26330
O14558	hsa:126393
O14559	hsa:115703
O14561	hsa:4706
O14569	hsa:11068
O14576	hsa:1780
O14578	hsa:11113
O14579	hsa:11316
O14593	hsa:8625
O14594	hsa:1463
O14595	hsa:10106
O14607	hsa:7404
O14610	hsa:2793
O14613	hsa:10435
O14617	hsa:8943
O14618	hsa:9973
O14625	hsa:6373
O14627	hsa:1046
O14628	hsa:7748
O14633	hsa:26239
O14638	hsa:5169
O14639	hsa:3983
O14640	hsa:1855
O14641	hsa:1856
O14645	hsa:7802
O14646	hsa:1105
O14647	hsa:1106
O14649	hsa:3777
O14653	hsa:9570
O14654	hsa:8471
O14656	hsa:1861
O14657	hsa:27348
O14662	hsa:8675
O14669	hsa:5639
O14672	hsa:102
O14678	hsa:5826
O14681	hsa:9538
O14682	hsa:8507
O14684	hsa:9536
O14686	hsa:8085
O14713	hsa:9270
O14717	hsa:1787
O14727	hsa:317
O14730	hsa:8780
O14732	hsa:3613
O14733	hsa:5609
O14734	hsa:10005
O14735	hsa:10423
O14737	hsa:9141
O14744	hsa:10419
O14745	hsa:9368
O14746	hsa:7015
O14756	hsa:8630
O14757	hsa:1111
O14763	hsa:8795
O14764	hsa:2563
O14770	hsa:4212
O14771	hsa:7760
O14772	hsa:8790
O14773	hsa:1200
O14775	hsa:10681
O14776	hsa:10915
O14777	hsa:10403
O14782	hsa:3797
O14786	hsa:8829
O14787	hsa:30000
O14788	hsa:8600
O14791	hsa:8542
O14792	hsa:9957
O14793	hsa:2660
O14795	hsa:10497
O14796	hsa:117157
O14798	hsa:8794
O14802	hsa:11128
O14804	hsa:9038
O14807	hsa:22808
O14810	hsa:10815
O14813	hsa:401
O14815	hsa:10753
O14817	hsa:7106
O14818	hsa:5688
O14827	hsa:5924
O14828	hsa:10067
O14829	hsa:5475
O14830	hsa:5470
O14832	hsa:5264
O14836	hsa:23495
O14842	hsa:2864
O14843	hsa:2865
O14862	hsa:9447
O14863	hsa:7782
O14867	hsa:571
O14874	hsa:10295
O14879	hsa:3437
O14880	hsa:4259
O14893	hsa:8487
O14894	hsa:9032
O14896	hsa:3664
O14901	hsa:8462
O14904	hsa:7483
O14905	hsa:7484
O14907	hsa:30851
O14908	hsa:10755
O14910	hsa:8825
O14917	hsa:27253
O14920	hsa:3551
O14924	hsa:6002
O14925	hsa:100287932
O14926	hsa:25794
O14929	hsa:8520
O14931	hsa:259197
O14933	hsa:9246
O14936	hsa:8573
O14939	hsa:5338
O14944	hsa:2069
O14948	hsa:22797
O14949	hsa:27089
O14950	hsa:103910
O14958	hsa:845
O14960	hsa:3950
O14964	hsa:9146
O14965	hsa:6790
O14966	hsa:8934
O14967	hsa:1047
O14972	hsa:10311
O14974	hsa:4659
O14975	hsa:11001
O14976	hsa:2580
O14977	hsa:51582
O14978	hsa:10127
O14979	hsa:9987
O14980	hsa:7514
O14981	hsa:9044
O14983	hsa:487
O14986	hsa:8395
O14994	hsa:8224
O15013	hsa:9639
O15014	hsa:23060
O15015	hsa:9726
O15018	hsa:23037
O15020	hsa:6712
O15021	hsa:375449
O15027	hsa:9919
O15031	hsa:23654
O15033	hsa:9870
O15040	hsa:9895
O15041	hsa:9723
O15042	hsa:23350
O15047	hsa:9739
O15049	hsa:23138
O15054	hsa:23135
O15055	hsa:8864
O15056	hsa:8871
O15060	hsa:9880
O15061	hsa:23336
O15062	hsa:9925
O15066	hsa:9371
O15067	hsa:5198
O15068	hsa:23263
O15072	hsa:9508
O15075	hsa:9201
O15078	hsa:80184
O15079	hsa:9751
O15083	hsa:26059
O15084	hsa:23243
O15085	hsa:9826
O15091	hsa:9692
O15105	hsa:4092
O15111	hsa:1147
O15116	hsa:27257
O15117	hsa:2533
O15118	hsa:4864
O15119	hsa:6926
O15120	hsa:10555
O15121	hsa:8560
O15123	hsa:285
O15126	hsa:9522
O15127	hsa:10066
O15130	hsa:8620
O15131	hsa:3841
O15143	hsa:10095
O15144	hsa:10109
O15145	hsa:10094
O15146	hsa:4593
O15151	hsa:4194
O15155	hsa:10282
O15156	hsa:51043
O15160	hsa:9533
O15162	hsa:5359
O15164	hsa:8805
O15165	hsa:753
O15169	hsa:8312
O15173	hsa:10424
O15178	hsa:6862
O15182	hsa:1070
O15194	hsa:10217
O15195	hsa:50853
O15197	hsa:2051
O15198	hsa:4093
O15204	hsa:27299
O15205	hsa:10537
O15209	hsa:9278
O15211	hsa:5863
O15212	hsa:10471
O15213	hsa:9277
O15217	hsa:2941
O15226	NA
O15228	hsa:8443
O15229	hsa:8564
O15230	hsa:3911
O15231	hsa:7739
O15232	hsa:4148
O15234	hsa:22794
O15239	hsa:4694
O15240	hsa:7425
O15243	hsa:54741
O15244	hsa:6582
O15245	hsa:6580
O15247	hsa:1193
O15254	hsa:8310
O15258	hsa:11079
O15259	hsa:4867
O15260	hsa:6836
O15263	hsa:1673
O15264	hsa:5603
O15265	hsa:6314
O15266	hsa:6473
O15269	hsa:10558
O15270	hsa:9517
O15273	hsa:8557
O15287	hsa:2189
O15294	hsa:8473
O15296	hsa:247
O15297	hsa:8493
O15303	hsa:2916
O15304	hsa:10572
O15305	hsa:5373
O15315	hsa:5890
O15318	hsa:10622
O15327	hsa:8821
O15342	hsa:8992
O15344	hsa:4281
O15347	hsa:3149
O15350	hsa:7161
O15353	hsa:8456
O15354	hsa:2861
O15355	hsa:5496
O15357	hsa:3636
O15360	hsa:2175
O15370	hsa:6666
O15371	hsa:8664
O15372	hsa:8667
O15374	hsa:9122
O15379	hsa:8841
O15381	hsa:4931
O15382	hsa:587
O15389	hsa:8778
O15391	hsa:404281
O15392	hsa:332
O15393	hsa:7113
O15394	hsa:4685
O15397	hsa:10526
O15399	hsa:2906
O15400	hsa:8417
O15405	hsa:27324
O15409	hsa:93986
O15427	hsa:9123
O15431	hsa:1317
O15432	hsa:1318
O15438	hsa:8714
O15439	hsa:10257
O15440	hsa:10057
O15444	hsa:6370
O15446	hsa:10849
O15455	hsa:7098
O15457	hsa:4438
O15460	hsa:8974
O15466	hsa:29906
O15467	hsa:6360
O15479	hsa:4113
O15481	hsa:4115
O15484	hsa:726
O15488	hsa:8908
O15492	hsa:6004
O15496	hsa:8399
O15498	hsa:10652
O15499	hsa:2928
O15503	hsa:3638
O15504	hsa:11097
O15511	hsa:10092
O15514	hsa:5433
O15516	hsa:9575
O15519	hsa:8837
O15520	hsa:2255
O15522	hsa:26257
O15523	hsa:8653
O15524	hsa:8651
O15525	hsa:4097
O15527	hsa:4968
O15528	hsa:1594
O15529	hsa:2866
O15530	hsa:5170
O15533	hsa:6892
O15534	hsa:5187
O15535	hsa:7746
O15537	hsa:6247
O15540	hsa:2173
O15541	hsa:7737
O15547	hsa:9127
O15550	hsa:7403
O15551	hsa:1365
O15552	hsa:2867
O15553	hsa:4210
O15554	hsa:3783
O42043	NA
O43143	hsa:1665
O43147	hsa:9905
O43148	hsa:8731
O43149	hsa:23140
O43150	hsa:8853
O43151	hsa:200424
O43155	hsa:23768
O43156	hsa:9675
O43157	hsa:5364
O43159	hsa:23378
O43164	hsa:9867
O43166	hsa:26037
O43167	hsa:9841
O43169	hsa:80777
O43172	hsa:9128
O43173	hsa:51046
O43174	hsa:1592
O43175	hsa:26227
O43181	hsa:4724
O43182	hsa:395
O43184	hsa:8038
O43186	hsa:1406
O43187	hsa:3656
O43189	hsa:5252
O43193	hsa:2862
O43194	hsa:2863
O43196	hsa:4439
O43236	hsa:5414
O43237	hsa:1783
O43240	hsa:5655
O43242	hsa:5709
O43248	hsa:3227
O43251	hsa:23543
O43252	hsa:9061
O43255	hsa:6478
O43257	hsa:10467
O43264	hsa:9183
O43272	hsa:5625
O43278	hsa:6692
O43280	hsa:11181
O43281	hsa:10278
O43283	hsa:9175
O43286	hsa:9334
O43290	hsa:9092
O43291	hsa:10653
O43292	hsa:8733
O43293	hsa:1613
O43294	hsa:7041
O43295	hsa:9901
O43296	hsa:9422
O43298	hsa:23099
O43299	hsa:9907
O43300	hsa:26045
O43303	hsa:9738
O43306	hsa:112
O43307	hsa:23229
O43309	hsa:9753
O43310	hsa:9811
O43312	hsa:9788
O43313	hsa:23300
O43314	hsa:23262
O43315	hsa:366
O43316	NA
O43318	hsa:6885
O43320	hsa:8823
O43323	hsa:50846
O43324	hsa:9521
O43353	hsa:8767
O43364	hsa:3199
O43365	hsa:3200
O43374	hsa:10156
O43379	hsa:284403
O43390	hsa:10236
O43395	hsa:9129
O43396	hsa:9352
O43399	hsa:7165
O43402	hsa:10328
O43405	hsa:1690
O43422	hsa:5612
O43424	hsa:2895
O43426	hsa:8867
O43427	hsa:9158
O43432	hsa:8672
O43435	hsa:6899
O43439	hsa:9139
O43447	hsa:10465
O43448	hsa:9196
O43451	hsa:8972
O43462	hsa:51360
O43463	hsa:6839
O43464	hsa:27429
O43474	hsa:9314
O43482	hsa:11339
O43488	hsa:8574
O43490	hsa:8842
O43491	hsa:2037
O43493	hsa:10618
O43497	hsa:8913
O43502	hsa:5889
O43504	hsa:10542
O43505	hsa:11041
O43506	hsa:8748
O43508	hsa:8742
O43511	hsa:5172
O43513	hsa:9443
O43516	hsa:7456
O43520	hsa:5205
O43521	hsa:10018
O43524	hsa:2309
O43525	hsa:3786
O43526	hsa:3785
O43529	hsa:9486
O43541	hsa:4091
O43542	hsa:7517
O43543	hsa:7516
O43548	hsa:9333
O43556	hsa:8910
O43557	hsa:8740
O43559	hsa:10817
O43561	hsa:27040
O43566	hsa:10636
O43567	hsa:11342
O43570	hsa:771
O43572	hsa:11216
O43581	hsa:9066
O43583	hsa:8562
O43586	hsa:9051
O43592	hsa:11260
O43593	hsa:55806
O43597	hsa:10253
O43598	hsa:10591
O43602	hsa:1641
O43603	hsa:8811
O43609	hsa:10252
O43610	hsa:10251
O43612	hsa:3060
O43613	hsa:3061
O43614	hsa:3062
O43615	hsa:10469
O43617	hsa:27095
O43623	hsa:6591
O43633	hsa:27243
O43639	hsa:8440
O43653	hsa:8000
O43660	hsa:5356
O43663	hsa:9055
O43665	hsa:6001
O43670	hsa:7756
O43674	hsa:4711
O43676	hsa:4709
O43678	hsa:4695
O43679	hsa:9079
O43680	hsa:6943
O43681	hsa:439
O43683	hsa:699
O43684	hsa:9184
O43687	NA
O43688	hsa:8612
O43699	hsa:946
O43704	hsa:27284
O43707	hsa:81
O43708	hsa:2954
O43709	hsa:114049
O43711	hsa:30012
O43715	hsa:51499
O43716	hsa:283459
O43719	hsa:27336
O43731	hsa:11015
O43734	hsa:10758
O43739	hsa:9265
O43741	hsa:5565
O43745	hsa:63928
O43747	hsa:164
O43749	hsa:4992
O43752	hsa:10228
O43759	hsa:9145
O43760	hsa:9144
O43761	hsa:9143
O43763	hsa:3196
O43765	hsa:6449
O43766	hsa:11019
O43768	hsa:2029
O43772	hsa:788
O43776	hsa:4677
O43781	hsa:8444
O43790	hsa:3892
O43791	hsa:8405
O43795	hsa:4430
O43805	hsa:8636
O43808	hsa:10478
O43809	hsa:11051
O43813	hsa:10314
O43815	hsa:6801
O43818	hsa:9136
O43819	hsa:9997
O43820	hsa:8372
O43822	hsa:755
O43823	hsa:10270
O43825	hsa:8707
O43826	hsa:2542
O43827	hsa:10218
O43829	hsa:7541
O43837	hsa:3420
O43847	hsa:4898
O43852	hsa:813
O43854	hsa:10085
O43861	hsa:374868
O43865	hsa:10768
O43866	hsa:922
O43868	hsa:9153
O43889	hsa:10488
O43895	hsa:7512
O43896	hsa:10749
O43897	hsa:7092
O43900	hsa:4007
O43903	hsa:2620
O43909	hsa:2137
O43913	hsa:5001
O43914	hsa:7305
O43915	hsa:2277
O43916	hsa:8534
O43918	hsa:326
O43920	hsa:4725
O43921	hsa:1943
O43924	hsa:5147
O43927	hsa:10563
O43929	hsa:5000
O43930	NA
O43933	hsa:5189
O60216	hsa:5885
O60218	hsa:57016
O60220	hsa:1678
O60229	hsa:8997
O60231	hsa:8449
O60232	hsa:10534
O60235	hsa:9407
O60237	hsa:4660
O60238	hsa:665
O60239	hsa:9467
O60240	hsa:5346
O60241	hsa:576
O60242	hsa:577
O60243	hsa:9394
O60244	hsa:9282
O60248	hsa:6665
O60256	hsa:5636
O60258	hsa:8822
O60259	hsa:11202
O60260	hsa:5071
O60264	hsa:8467
O60266	hsa:109
O60269	hsa:9721
O60271	hsa:9043
O60281	hsa:23036
O60282	hsa:3800
O60284	hsa:9705
O60285	hsa:9891
O60291	hsa:23295
O60292	hsa:23094
O60293	hsa:196441
O60294	hsa:9836
O60296	hsa:66008
O60303	hsa:23247
O60304	hsa:26048
O60306	hsa:9716
O60307	hsa:23031
O60308	hsa:9731
O60312	hsa:57194
O60313	hsa:4976
O60315	hsa:9839
O60318	hsa:8888
O60331	hsa:23396
O60333	hsa:23095
O60336	hsa:23005
O60337	hsa:10299
O60341	hsa:23028
O60343	hsa:9882
O60346	hsa:23239
O60353	hsa:8323
O60356	hsa:26471
O60359	hsa:10368
O60381	hsa:26959
O60383	hsa:2661
O60391	hsa:116444
O60393	hsa:135935
O60423	hsa:148229
O60427	hsa:3992
O60437	hsa:5493
O60443	hsa:1687
O60447	hsa:7813
O60449	hsa:4065
O60462	hsa:8828
O60469	hsa:1826
O60476	hsa:10905
O60477	hsa:1620
O60478	hsa:7107
O60479	hsa:1747
O60481	hsa:7547
O60486	hsa:10154
O60487	hsa:10205
O60488	hsa:2182
O60493	hsa:8724
O60494	hsa:8029
O60496	hsa:9046
O60499	hsa:8677
O60500	hsa:4868
O60502	hsa:10724
O60503	hsa:115
O60504	hsa:10174
O60506	hsa:10492
O60507	hsa:8460
O60508	hsa:51362
O60512	hsa:8703
O60513	hsa:8702
O60516	hsa:8637
O60519	hsa:1389
O60524	hsa:9147
O60543	hsa:1149
O60547	hsa:2762
O60548	hsa:2306
O60551	hsa:9397
O60563	hsa:904
O60565	hsa:26585
O60566	hsa:701
O60568	hsa:8985
O60573	hsa:9470
O60583	hsa:905
O60602	hsa:7100
O60603	hsa:7097
O60609	hsa:2676
O60610	hsa:1729
O60613	hsa:9403
O60635	hsa:10103
O60636	hsa:10100
O60641	hsa:9892
O60645	hsa:11336
O60656	hsa:54600
O60658	hsa:5151
O60662	hsa:10324
O60663	hsa:4010
O60664	hsa:10226
O60667	hsa:9214
O60669	hsa:9194
O60671	hsa:5810
O60673	hsa:5980
O60674	hsa:3717
O60675	hsa:7975
O60678	hsa:10196
O60682	hsa:9242
O60683	hsa:5192
O60684	hsa:23633
O60687	hsa:27286
O60701	hsa:7358
O60704	hsa:8459
O60706	hsa:10060
O60711	hsa:9404
O60716	hsa:1500
O60721	hsa:9187
O60725	hsa:23463
O60729	hsa:8555
O60733	hsa:8398
O60741	hsa:348980
O60749	hsa:6643
O60755	hsa:8484
O60759	hsa:9595
O60760	hsa:27306
O60762	hsa:8813
O60763	hsa:8615
