Uniprot_ID	KEGG_sce
A1Z7L8	NA
A1Z7L9	NA
A1Z7N9	NA
A1Z7R6	dme:Dmel_CG8046
A1Z7S1	NA
A1Z7S2	NA
A1Z7T0	dme:Dmel_CG2049
A1Z7T1	NA
A1Z7T2	NA
A1Z7T3	NA
A1Z7Z9	dme:Dmel_CG1625
A1Z877	dme:Dmel_CG12908
A1Z8D0	dme:Dmel_CG6751
A1Z8N1	dme:Dmel_CG30035
A1Z8P9	dme:Dmel_CG8274
A1Z8X3	dme:Dmel_CG13162
A1Z920	NA
A1Z9D7	dme:Dmel_CG5912
A1Z9E2	dme:Dmel_CG6061
A1Z9G2	dme:Dmel_CG6197
A1Z9I5	dme:Dmel_CG13345
A1Z9J4	dme:Dmel_CG6646
A1Z9K8	NA
A1Z9L3	dme:Dmel_CG8241
A1Z9P3	dme:Dmel_CG34379
A1Z9S1	dme:Dmel_CG30077
A1Z9X0	dme:Dmel_CG42783
A1ZA01	dme:Dmel_CG16801
A1ZA47	dme:Dmel_CG30084
A1ZA55	dme:Dmel_CG12970
A1ZA89	NA
A1ZAB3	dme:Dmel_CG18243
A1ZAB5	dme:Dmel_CG8443
A1ZAC4	dme:Dmel_CG15707
A1ZAJ2	dme:Dmel_CG8566
A1ZAK1	dme:Dmel_CG5859
A1ZAQ9	dme:Dmel_CG15917
A1ZAU8	dme:Dmel_CG33130
A1ZAW0	dme:Dmel_CG6493
A1ZAY1	dme:Dmel_CG10933
A1ZB29	dme:Dmel_CG5757
A1ZBC4	NA
A1ZBD6	dme:Dmel_CG15078
A1ZBH7	NA
A1ZBH8	NA
A1ZBL0	NA
A1ZBL5	NA
A1ZBL9	NA
A1ZBR2	dme:Dmel_CG8896
A2VEY9	dme:Dmel_CG42318
A4UZ51	NA
A4UZ54	NA
A4V133	NA
A4V134	NA
A4V164	NA
A4V166	NA
A4V2B8	dme:Dmel_CG17520
A4V346	dme:Dmel_CG3619
A4V402	dme:Dmel_CG3086
A4V488	dme:Dmel_CG1799
A4VCL2	dme:Dmel_CG31145
A8DY69	dme:Dmel_CG8709
A8DY76	NA
A8DYE2	dme:Dmel_CG44240
A8DYH2	dme:Dmel_CG34191
A8DYI4	dme:Dmel_CG42856
A8DYI5	NA
A8DYP0	dme:Dmel_CG33519
A8DYP7	dme:Dmel_CG30424
A8DYY6	dme:Dmel_CG5375
A8DYZ8	NA
A8DZ02	NA
A8DZ03	NA
A8E6G8	dme:Dmel_CG10037
A8JNH1	NA
A8JNU2	NA
A8JNW4	NA
A8JQX3	dme:Dmel_CG31299
A8JR46	dme:Dmel_CG4583
A8JR87	dme:Dmel_CG44159
A8JUP7	dme:Dmel_CG6361
A8JUP8	dme:Dmel_CG42301
A8JUV0	dme:Dmel_CG44436
A8JUV4	dme:Dmel_CG34333
A8JV09	dme:Dmel_CG4532
A8Y4W5	NA
B5A5T4	dme:Dmel_CG33472
B5RIM9	dme:Dmel_CG9042
B6IDZ4	NA
B6VQA1	dme:Dmel_CG8667
B7TB45	dme:Dmel_CG42576
B7YZT5	dme:Dmel_CG12110
B7YZU2	dme:Dmel_CG8213
B7Z001	dme:Dmel_CG3523
B7Z018	dme:Dmel_CG42373
B7Z025	dme:Dmel_CG9491
B7Z026	NA
B7Z078	dme:Dmel_CG8786
B7Z090	NA
B7Z0E0	dme:Dmel_CG7176
B7Z0E2	dme:Dmel_CG7015
B7Z0G1	dme:Dmel_CG8019
B7Z0I7	dme:Dmel_CG42303
B7Z0J2	NA
B7Z0L6	NA
B7Z0L7	NA
B7Z0L8	dme:Dmel_CG42350
B7Z0W0	NA
B7Z0Z2	NA
B8A405	NA
B9ZW35	dme:Dmel_CG13194
C0HK98	dme:Dmel_CG8577
C0HK99	dme:Dmel_CG8577
C0HKQ7	dme:Dmel_CG1367
C0HKQ8	dme:Dmel_CG1367
C0HL66	dme:Dmel_CG8989
C0HL67	dme:Dmel_CG8989
C0HLZ9	dme:Dmel_CG33470
C0HM00	dme:Dmel_CG33470
C0PUX5	NA
C3KGP2	NA
C7LAH9	NA
C9QP42	dme:Dmel_CG9075
D1YSF9	dme:Dmel_CG1511
D1YSG7	dme:Dmel_CG18069
D1YSG8	NA
D2NUE8	NA
D3DMF6	dme:Dmel_CG8789
D6W4T8	NA
E0A9E1	NA
E1JGN0	NA
E1JGY2	dme:Dmel_CG1765
E1JH15	NA
E1JHB6	NA
E1JHD6	dme:Dmel_CG5680
E1JHT4	dme:Dmel_CG12194
E1JHT6	dme:Dmel_CG33113
E1JHY7	dme:Dmel_CG5684
E1JIB2	dme:Dmel_CG46438
E1JIR4	NA
E1JIT7	dme:Dmel_CG31158
E1JIV6	dme:Dmel_CG5475
E1JJ62	NA
E1JJ72	NA
E1JJM0	NA
E1JJM7	NA
E1JJR3	dme:Dmel_CG3291
E5DK16	NA
E9NA96	dme:Dmel_CG15627
F0JAI6	dme:Dmel_CG31672
F2FB81	NA
F3YDF1	dme:Dmel_CG3499
G3M3A2	dme:Dmel_CG6779
H1UUJ8	dme:Dmel_CG5695
H5V895	dme:Dmel_CG2096
H5V8B9	dme:Dmel_CG1210
H5V8D0	dme:Dmel_CG4636
I0E2I4	NA
L0MLP2	NA
L0MLR4	NA
L0MNA2	NA
L0MQ04	NA
M9MRD1	dme:Dmel_CG42768
M9MRI4	dme:Dmel_CG31721
M9MS40	dme:Dmel_CG15319
M9MS50	NA
M9MS61	NA
M9MS65	NA
M9MS66	NA
M9MS69	NA
M9MS71	NA
M9MS73	NA
M9MS75	NA
M9MS78	NA
M9MS79	NA
M9MS83	NA
M9MS84	NA
M9MS87	NA
M9MS88	NA
M9MS91	NA
M9MS92	NA
M9MS95	NA
M9MS96	NA
M9MSA0	NA
M9MSA3	NA
M9MSB4	NA
M9MSB8	NA
M9MSC3	NA
M9MSC7	NA
M9MSD2	NA
M9MSD5	NA
M9MSD6	NA
M9MSD7	NA
M9MSD8	NA
M9MSE0	NA
M9MSE1	NA
M9MSE2	NA
M9MSE4	NA
M9MSE6	NA
M9MSE7	NA
M9MSE9	NA
M9MSF1	NA
M9MSF2	NA
M9MSG8	dme:Dmel_CG44122
M9MSK3	dme:Dmel_CG7524
M9MSP1	NA
M9MSP2	NA
M9MSP3	NA
M9MSP4	NA
M9MSP5	NA
M9MSP6	NA
M9MSP7	NA
M9MSP9	NA
M9MSQ0	NA
M9NCT2	NA
M9NDE3	dme:Dmel_CG3921
M9NDF9	NA
M9NDZ1	NA
M9NE01	dme:Dmel_CG9842
M9NEF2	NA
M9NEI4	NA
M9NEW2	dme:Dmel_CG5229
M9NEY8	dme:Dmel_CG43444
M9NF67	dme:Dmel_CG6754
M9NG50	dme:Dmel_CG10701
M9NGC6	NA
M9NGR8	NA
M9PB21	dme:Dmel_CG3524
M9PBB5	dme:Dmel_CG46283
M9PBC0	NA
M9PBE2	dme:Dmel_CG10263
M9PBL3	dme:Dmel_CG1242
M9PBX0	NA
M9PBZ9	dme:Dmel_CG4035
M9PC43	NA
M9PCD8	NA
M9PCP4	NA
M9PCT8	NA
M9PCU1	NA
M9PCX8	NA
M9PD04	NA
M9PD50	NA
M9PD78	NA
M9PDA8	NA
M9PDI1	NA
M9PDI5	NA
M9PDM4	dme:Dmel_CG10260
M9PDN9	dme:Dmel_CG17566
M9PDZ8	NA
M9PE65	dme:Dmel_CG43225
M9PE88	dme:Dmel_CG10776
M9PEF9	NA
M9PET0	NA
M9PF61	dme:Dmel_CG6084
M9PFI5	NA
M9PFI8	NA
M9PFN0	dme:Dmel_CG5830
M9PFS0	NA
M9PFS1	NA
M9PFS2	NA
M9PFX0	NA
M9PFZ4	NA
M9PG15	NA
M9PG32	NA
M9PG70	dme:Dmel_CG18803
M9PGC5	dme:Dmel_CG7177
M9PGI7	dme:Dmel_CG7028
M9PGN1	dme:Dmel_CG6121
M9PH06	NA
M9PH08	NA
M9PH39	NA
M9PHD8	NA
M9PHG2	NA
M9PHQ2	NA
M9PI41	dme:Dmel_CG10522
M9PI83	NA
M9PIK8	NA
M9PJM2	NA
M9PJP5	NA
O01367	dme:Dmel_CG10293
O01382	dme:Dmel_CG7788
O01404	dme:Dmel_CG3832
O01668	dme:Dmel_CG5192
O02002	dme:Dmel_CG5370
O02193	dme:Dmel_CG3025
O02194	dme:Dmel_CG18803
O02372	dme:Dmel_CG8807
O02373	dme:Dmel_CG10072
O15943	dme:Dmel_CG7100
O15945	dme:Dmel_CG11987
O15971	dme:Dmel_CG17060
O16011	dme:Dmel_CG33197
O16102	dme:Dmel_CG9594
O16810	dme:Dmel_CG10667
O16829	dme:Dmel_CG1373
O16844	dme:Dmel_CG1708
O16867	dme:Dmel_CG7659
O17432	dme:Dmel_CG5179
O17468	dme:Dmel_CG12153
O18332	dme:Dmel_CG3320
O18333	dme:Dmel_CG3269
O18334	dme:Dmel_CG6601
O18335	dme:Dmel_CG5771
O18336	dme:Dmel_CG4212
O18338	NA
O18353	dme:Dmel_CG3924
O18381	dme:Dmel_CG1464
O18388	dme:Dmel_CG2637
O18404	dme:Dmel_CG7113
O18412	dme:Dmel_CG4568
O18413	dme:Dmel_CG1489
O18475	dme:Dmel_CG6019
O18640	dme:Dmel_CG7111
O18645	dme:Dmel_CG3051
O44081	dme:Dmel_CG3333
O44342	dme:Dmel_CG7225
O44386	dme:Dmel_CG8095
O44437	dme:Dmel_CG8427
O44783	dme:Dmel_CG1921
O46034	NA
O46036	dme:Dmel_CG7583
O46043	dme:Dmel_CG2864
O46094	dme:Dmel_CG3573
O46106	dme:Dmel_CG2925
O46339	dme:Dmel_CG17117
O61267	dme:Dmel_CG10895
O61307	dme:Dmel_CG5723
O61360	dme:Dmel_CG14938
O61361	NA
O61362	NA
O61365	dme:Dmel_CG8178
O61443	dme:Dmel_CG7393
O61444	dme:Dmel_CG9738
O61602	NA
O61643	dme:Dmel_CG11062
O61661	dme:Dmel_CG17161
O61722	dme:Dmel_CG4993
O61734	dme:Dmel_CG8727
O61735	dme:Dmel_CG7391
O62589	dme:Dmel_CG1505
O62602	dme:Dmel_CG12244
O62609	dme:Dmel_CG1775
O62618	dme:Dmel_CG5475
O62619	dme:Dmel_CG7070
O76324	dme:Dmel_CG2048
O76460	dme:Dmel_CG3736
O76521	dme:Dmel_CG8548
O76742	dme:Dmel_CG5915
O76878	dme:Dmel_CG11448
O76902	dme:Dmel_CG14782
O76906	dme:Dmel_CG2714
O76908	dme:Dmel_CG2709
O76922	dme:Dmel_CG6137
O76923	NA
O76924	dme:Dmel_CG5709
O76927	dme:Dmel_CG2986
O76932	dme:Dmel_CG32505
O77051	dme:Dmel_CG1071
O77059	dme:Dmel_CG3772
O77062	dme:Dmel_CG3747
O77086	dme:Dmel_CG42328
O77135	dme:Dmel_CG3325
O77150	dme:Dmel_CG18106
O77237	dme:Dmel_CG5212
O77277	dme:Dmel_CG3024
O77410	dme:Dmel_CG9677
O77430	dme:Dmel_CG16983
O77459	dme:Dmel_CG5575
O77460	dme:Dmel_CG4634
O96378	NA
O96433	dme:Dmel_CG6292
O96607	NA
O96651	dme:Dmel_CG3458
O96660	dme:Dmel_CG2262
O96689	dme:Dmel_CG17436
O96690	dme:Dmel_CG6496
O96838	dme:Dmel_CG6355
O96989	dme:Dmel_CG3658
O97102	dme:Dmel_CG4494
O97111	dme:Dmel_CG5884
O97143	dme:Dmel_CG7186
O97148	dme:Dmel_CG6936
O97159	dme:Dmel_CG8103
O97182	dme:Dmel_CG8978
O97183	dme:Dmel_CG7885
O97365	dme:Dmel_CG6378
O97394	dme:Dmel_CG5227
O97422	dme:Dmel_CG32775
P00334	dme:Dmel_CG3481
P00522	dme:Dmel_CG4032
P00528	dme:Dmel_CG7524
P00850	dme:Dmel_CG34073
P00967	dme:Dmel_CG31628
P02255	dme:Dmel_CG33864
P02283	dme:Dmel_CG33910
P02299	dme:Dmel_CG33866
P02518	dme:Dmel_CG4466
P02572	dme:Dmel_CG12051
P02825	dme:Dmel_CG31366
P02828	dme:Dmel_CG1242
P02833	dme:Dmel_CG1028
P02835	dme:Dmel_CG2047
P02836	dme:Dmel_CG9015
P02843	dme:Dmel_CG2985
P02844	dme:Dmel_CG2979
P04052	dme:Dmel_CG1554
P04197	dme:Dmel_CG9045
P04388	dme:Dmel_CG1167
P04412	dme:Dmel_CG10079
P04657	dme:Dmel_CG13263
P04755	dme:Dmel_CG11348
P04950	dme:Dmel_CG10888
P05031	dme:Dmel_CG10697
P05049	dme:Dmel_CG7996
P05084	dme:Dmel_CG9786
P05205	dme:Dmel_CG8409
P05623	dme:Dmel_CG17673
P05709	dme:Dmel_CG7771
P05990	dme:Dmel_CG18572
P06002	dme:Dmel_CG4550
P06602	dme:Dmel_CG2328
P06603	dme:Dmel_CG1913
P06604	dme:Dmel_CG9476
P06605	dme:Dmel_CG2512
P06606	dme:Dmel_CG8308
P06607	dme:Dmel_CG11129
P07140	dme:Dmel_CG17907
P07207	dme:Dmel_CG3936
P07247	dme:Dmel_CG3340
P07486	dme:Dmel_CG12055
P07487	dme:Dmel_CG8893
P07548	dme:Dmel_CG2189
P07663	dme:Dmel_CG2647
P07664	dme:Dmel_CG17958
P07668	dme:Dmel_CG12345
P07713	dme:Dmel_CG9885
P07764	dme:Dmel_CG6058
P07909	dme:Dmel_CG9983
P08044	dme:Dmel_CG3956
P08099	dme:Dmel_CG16740
P08111	dme:Dmel_CG2671
P08120	dme:Dmel_CG4145
P08144	dme:Dmel_CG18730
P08155	dme:Dmel_CG45074
P08171	dme:Dmel_CG6917
P08181	dme:Dmel_CG17520
P08182	dme:Dmel_CG15224
P08255	dme:Dmel_CG9668
P08510	dme:Dmel_CG12348
P08570	dme:Dmel_CG4087
P08630	dme:Dmel_CG8049
P08645	dme:Dmel_CG1956
P08646	dme:Dmel_CG9375
P08761	dme:Dmel_CG7266
P08841	dme:Dmel_CG3401
P08879	dme:Dmel_CG2210
P08928	dme:Dmel_CG6944
P08953	dme:Dmel_CG5490
P08970	dme:Dmel_CG8573
P08985	dme:Dmel_CG5499
P09040	dme:Dmel_CG18090
P09052	dme:Dmel_CG46283
P09077	dme:Dmel_CG1030
P09081	dme:Dmel_CG1034
P09082	dme:Dmel_CG3388
P09083	dme:Dmel_CG2692
P09085	dme:Dmel_CG1759
P09087	dme:Dmel_CG11648
P09208	dme:Dmel_CG18402
P09478	dme:Dmel_CG5610
P09615	dme:Dmel_CG4889
P09774	dme:Dmel_CG3839
P09775	dme:Dmel_CG3258
P09956	dme:Dmel_CG7803
P09957	dme:Dmel_CG3757
P0CG69	dme:Dmel_CG11624
P10040	dme:Dmel_CG6383
P10041	dme:Dmel_CG3619
P10083	dme:Dmel_CG3796
P10084	dme:Dmel_CG3827
P10090	dme:Dmel_CG2759
P10105	dme:Dmel_CG1264
P10180	dme:Dmel_CG11387
P10181	dme:Dmel_CG6348
P10333	dme:Dmel_CG8982
P10351	dme:Dmel_CG7642
P10383	dme:Dmel_CG12743
P10552	dme:Dmel_CG2346
P10627	dme:Dmel_CG2956
P10674	dme:Dmel_CG6588
P10676	dme:Dmel_CG5125
P10734	dme:Dmel_CG4717
P10981	dme:Dmel_CG18290
P10987	dme:Dmel_CG4027
P11046	dme:Dmel_CG7123
P11147	dme:Dmel_CG4264
P11346	dme:Dmel_CG2845
P11420	dme:Dmel_CG5102
P11449	dme:Dmel_CG9048
P11536	dme:Dmel_CG32180
P11584	dme:Dmel_CG1560
P11929	dme:Dmel_CG14025
P12024	dme:Dmel_CG1744
P12080	dme:Dmel_CG9623
P12370	dme:Dmel_CG4379
P12428	dme:Dmel_CG17632
P12881	dme:Dmel_CG4904
P12982	dme:Dmel_CG5650
P13002	dme:Dmel_CG42311
P13096	dme:Dmel_CG6096
P13097	dme:Dmel_CG8361
P13098	dme:Dmel_CG8365
P13238	dme:Dmel_CG9046
P13360	dme:Dmel_CG7672
P13368	dme:Dmel_CG18085
P13395	dme:Dmel_CG1977
P13468	dme:Dmel_CG3218
P13469	dme:Dmel_CG2050
P13496	dme:Dmel_CG9206
P13582	dme:Dmel_CG4920
P13607	dme:Dmel_CG5670
P13678	dme:Dmel_CG1954
P13709	dme:Dmel_CG2252
P14003	dme:Dmel_CG6494
P14083	dme:Dmel_CG16778
P14199	dme:Dmel_CG10360
P14599	dme:Dmel_CG7727
P14734	dme:Dmel_CG10002
P14773	dme:Dmel_CG10367
P14785	dme:Dmel_CG5940
P14956	dme:Dmel_CG1878
P15007	dme:Dmel_CG17654
P15215	dme:Dmel_CG3322
P15278	dme:Dmel_CG5803
P15330	dme:Dmel_CG6667
P15348	dme:Dmel_CG10223
P15357	dme:Dmel_CG5271
P15370	dme:Dmel_CG7383
P15372	dme:Dmel_CG5711
P16163	dme:Dmel_CG7171
P16241	dme:Dmel_CG10037
P16371	dme:Dmel_CG8384
P16378	dme:Dmel_CG2204
P16395	dme:Dmel_CG4356
P16554	dme:Dmel_CG3779
P16568	dme:Dmel_CG6605
P16620	dme:Dmel_CG10975
P16621	dme:Dmel_CG10443
P16905	dme:Dmel_CG42341
P16911	dme:Dmel_CG12066
P16912	dme:Dmel_CG6117
P16914	dme:Dmel_CG4262
P17133	dme:Dmel_CG8749
P17210	dme:Dmel_CG7765
P17276	dme:Dmel_CG7399
P17336	dme:Dmel_CG6871
P17644	dme:Dmel_CG6844
P17886	dme:Dmel_CG3193
P17917	dme:Dmel_CG9193
P17970	dme:Dmel_CG43128
P17971	dme:Dmel_CG9262
P17972	dme:Dmel_CG2822
P18101	dme:Dmel_CG2960
P18102	dme:Dmel_CG1378
P18105	dme:Dmel_CG1763
P18106	dme:Dmel_CG8874
P18168	dme:Dmel_CG6127
P18289	dme:Dmel_CG2275
P18431	dme:Dmel_CG2621
P18432	dme:Dmel_CG2184
P18459	dme:Dmel_CG10118
P18475	dme:Dmel_CG1389
P18488	dme:Dmel_CG2988
P18489	dme:Dmel_CG12210
P18491	dme:Dmel_CG1007
P18502	dme:Dmel_CG2411
P18537	dme:Dmel_CG17697
P18824	dme:Dmel_CG11579
P19018	dme:Dmel_CG10128
P19107	dme:Dmel_CG5962
P19109	dme:Dmel_CG10279
P19334	dme:Dmel_CG7875
P19339	dme:Dmel_CG43770
P19538	dme:Dmel_CG2125
P19889	dme:Dmel_CG7490
P20007	dme:Dmel_CG17725
P20009	dme:Dmel_CG3629
P20028	dme:Dmel_CG4033
P20105	NA
P20153	dme:Dmel_CG4380
P20193	dme:Dmel_CG8599
P20227	dme:Dmel_CG9874
P20228	dme:Dmel_CG14994
P20240	dme:Dmel_CG5581
P20241	dme:Dmel_CG1634
P20350	dme:Dmel_CG1004
P20353	dme:Dmel_CG10060
P20354	dme:Dmel_CG2835
P20385	dme:Dmel_CG11924
P20432	dme:Dmel_CG10045
P20439	dme:Dmel_CG3510
P20480	dme:Dmel_CG7831
P20482	dme:Dmel_CG43286
P20483	dme:Dmel_CG1395
P20659	dme:Dmel_CG8651
P20905	dme:Dmel_CG12073
P21187	dme:Dmel_CG5119
P21461	dme:Dmel_CG9949
P21519	dme:Dmel_CG8118
P21520	dme:Dmel_CG17579
P21521	dme:Dmel_CG3139
P22265	dme:Dmel_CG1374
P22270	dme:Dmel_CG7485
P22293	dme:Dmel_CG6222
P22464	dme:Dmel_CG5730
P22469	dme:Dmel_CG17962
P22700	dme:Dmel_CG3725
P22711	dme:Dmel_CG7895
P22745	dme:Dmel_CG10422
P22769	dme:Dmel_CG3422
P22807	dme:Dmel_CG6534
P22808	dme:Dmel_CG6172
P22809	dme:Dmel_CG7902
P22810	dme:Dmel_CG12154
P22812	dme:Dmel_CG10520
P22813	dme:Dmel_CG5748
P22814	dme:Dmel_CG1849
P22815	dme:Dmel_CG8285
P22816	dme:Dmel_CG10250
P22817	dme:Dmel_CG5517
P23023	dme:Dmel_CG11094
P23128	dme:Dmel_CG4916
P23226	dme:Dmel_CG1483
P23257	dme:Dmel_CG3157
P23380	dme:Dmel_CG3161
P23572	dme:Dmel_CG5363
P23573	dme:Dmel_CG10498
P23625	dme:Dmel_CG17759
P23645	dme:Dmel_CG4722
P23647	dme:Dmel_CG6551
P23654	dme:Dmel_CG9704
P23696	dme:Dmel_CG7109
P23758	dme:Dmel_CG8246
P23792	dme:Dmel_CG9908
P23803	dme:Dmel_CG3851
P24014	dme:Dmel_CG43758
P24350	dme:Dmel_CG9151
P24492	dme:Dmel_CG12763
P24785	dme:Dmel_CG11680
P25007	dme:Dmel_CG9916
P25008	dme:Dmel_CG7281
P25028	dme:Dmel_CG2707
P25123	dme:Dmel_CG10537
P25153	dme:Dmel_CG2013
P25157	dme:Dmel_CG17678
P25158	dme:Dmel_CG10901
P25159	dme:Dmel_CG5753
P25160	dme:Dmel_CG6025
P25162	dme:Dmel_CG6798
P25171	dme:Dmel_CG10480
P25228	dme:Dmel_CG7576
P25439	dme:Dmel_CG5942
P25722	dme:Dmel_CG10234
P25723	dme:Dmel_CG6868
P25724	dme:Dmel_CG5637
P25822	dme:Dmel_CG9755
P25823	dme:Dmel_CG9450
P25843	dme:Dmel_CG9553
P25867	dme:Dmel_CG7425
P25932	dme:Dmel_CG3758
P25992	dme:Dmel_CG14513
P26017	dme:Dmel_CG32443
P26019	dme:Dmel_CG6349
P26270	dme:Dmel_CG3416
P26308	dme:Dmel_CG10545
P26675	dme:Dmel_CG7793
P26686	dme:Dmel_CG10851
P27091	dme:Dmel_CG5562
P27398	dme:Dmel_CG1391
P27619	dme:Dmel_CG18102
P27716	dme:Dmel_CG3039
P27864	dme:Dmel_CG3178
P28159	dme:Dmel_CG3497
P28166	dme:Dmel_CG1322
P28167	dme:Dmel_CG1449
P28285	dme:Dmel_CG16720
P28286	dme:Dmel_CG15113
P28465	dme:Dmel_CG1916
P28466	dme:Dmel_CG6407
P28668	dme:Dmel_CG5394
P28750	dme:Dmel_CG8994
P29052	dme:Dmel_CG5193
P29310	dme:Dmel_CG17870
P29349	dme:Dmel_CG3954
P29413	dme:Dmel_CG9429
P29503	dme:Dmel_CG11988
P29555	dme:Dmel_CG10325
P29613	dme:Dmel_CG2171
P29617	dme:Dmel_CG17228
P29673	dme:Dmel_CG8376
P29742	dme:Dmel_CG9012
P29747	dme:Dmel_CG7450
P29829	dme:Dmel_CG8770
P29844	dme:Dmel_CG4147
P30052	dme:Dmel_CG8544
P30189	dme:Dmel_CG6146
P30432	dme:Dmel_CG18734
P30974	dme:Dmel_CG6515
P30975	dme:Dmel_CG7887
P31007	dme:Dmel_CG1725
P31009	dme:Dmel_CG5920
P31368	dme:Dmel_CG34395
P31396	dme:Dmel_CG33183
P31409	dme:Dmel_CG17369
P32030	dme:Dmel_CG16738
P32392	dme:Dmel_CG7558
P32865	dme:Dmel_CG40129
P32866	dme:Dmel_CG17998
P32870	dme:Dmel_CG9533
P33085	dme:Dmel_CG34358
P33244	dme:Dmel_CG4059
P33438	dme:Dmel_CG9280
P33450	dme:Dmel_CG3352
P34021	dme:Dmel_CG1765
P34082	dme:Dmel_CG3665
P34739	dme:Dmel_CG2684
P35128	dme:Dmel_CG18319
P35220	dme:Dmel_CG17947
P35500	dme:Dmel_CG9907
P35554	dme:Dmel_CG7445
P35600	dme:Dmel_CG1119
P35820	dme:Dmel_CG3886
P35832	dme:Dmel_CG11516
P35875	dme:Dmel_CG40411
P35992	dme:Dmel_CG1817
P36179	dme:Dmel_CG17291
P36188	dme:Dmel_CG7178
P36193	dme:Dmel_CG10816
P36872	dme:Dmel_CG6235
P36975	dme:Dmel_CG40452
P37236	dme:Dmel_CG5744
P38040	dme:Dmel_CG8261
P38979	dme:Dmel_CG14792
P39205	dme:Dmel_CG2945
P39572	dme:Dmel_CG7952
P39768	dme:Dmel_CG1133
P39769	dme:Dmel_CG18412
P39770	dme:Dmel_CG6464
P40301	dme:Dmel_CG5266
P40417	dme:Dmel_CG12559
P40421	dme:Dmel_CG44746
P40423	dme:Dmel_CG3595
P40427	dme:Dmel_CG8933
P40589	dme:Dmel_CG4698
P40656	dme:Dmel_CG3090
P40688	dme:Dmel_CG3429
P40689	dme:Dmel_CG6705
P40791	dme:Dmel_CG1429
P40792	dme:Dmel_CG2248
P40793	dme:Dmel_CG12530
P40794	dme:Dmel_CG1480
